TITLE,PRICE,LINK
Heart Motif CZ Gems Ring,₹549,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963557/small/heart-motif-cz-gems-ring-dcjai23673-ms-20200125-4810-3q00s4.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963557/small/heart-motif-cz-gems-ring-dcjai23673-ms-20200125-4810-3q00s4.jpg"" id=""listing-prd-img1060641177"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Heart Motif CZ Gems Ring""></picture>"
Brass Flower Motifs Casual Ring,₹259,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989089/small/brass-flower-motifs-casual-ring-rdbom20206-ms-20200614-3974-1ys51lt.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989089/small/brass-flower-motifs-casual-ring-rdbom20206-ms-20200614-3974-1ys51lt.jpg"" id=""listing-prd-img1060640659"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Brass Flower Motifs Casual Ring""></picture>"
Aarambh Charan Paduka Ring,₹309,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/928431/small/aarambh-charan-paduka-ring-vmjai42290-ms-20191113-26911-16618i3.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/928431/small/aarambh-charan-paduka-ring-vmjai42290-ms-20191113-26911-16618i3.jpg"" id=""listing-prd-img1060636049"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Aarambh Charan Paduka Ring""></picture>"
Lightly Embellished Brass Ring,₹229,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004552/small/lightly-embellished-brass-ring-dcjai23106-ms-20201223-8075-4q9zn3.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004552/small/lightly-embellished-brass-ring-dcjai23106-ms-20201223-8075-4q9zn3.jpg"" id=""listing-prd-img1060634639"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Lightly Embellished Brass Ring""></picture>"
Teardrop Cut Zircon Ring,₹319,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/924141/small/teardrop-cut-zircon-ring-dcjai23048-ms-20191105-6899-1xvirnu.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/924141/small/teardrop-cut-zircon-ring-dcjai23048-ms-20191105-6899-1xvirnu.jpg"" id=""listing-prd-img1060634616"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Teardrop Cut Zircon Ring""></picture>"
Brass Oval Cut CZ Gem Ring,₹659,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/924132/small/brass-oval-cut-cz-gem-ring-dcjai23044-ms-20191105-6899-1m3c3w4.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/924132/small/brass-oval-cut-cz-gem-ring-dcjai23044-ms-20191105-6899-1m3c3w4.jpg"" id=""listing-prd-img1060634541"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Brass Oval Cut CZ Gem Ring""></picture>"
Cluster Setting Zircons Embellished Pipe Ring,₹879,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/923823/small/cluster-setting-zircons-embellished-pipe-ring-dcjai23096-ms-20191105-6899-ufcw6d.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/923823/small/cluster-setting-zircons-embellished-pipe-ring-dcjai23096-ms-20191105-6899-ufcw6d.jpg"" id=""listing-prd-img1060626227"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cluster Setting Zircons Embellished Pipe Ring""></picture>"
Gems Adorned Brass Ring,₹449,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/801144/small/gems-adorned-brass-ring-2-dcjai22710-ms-20190425-18881-gj35q0.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/801144/small/gems-adorned-brass-ring-2-dcjai22710-ms-20190425-18881-gj35q0.jpg"" id=""listing-prd-img1060621627"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gems Adorned Brass Ring""></picture>"
Red Coral (Munga) 3.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate,"₹1,449","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/794953/small/rashi-ratna-3-25-ratti-red-coral-ring-rsjai20414-ms-20190404-108183-gnw5ja.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/794953/small/rashi-ratna-3-25-ratti-red-coral-ring-rsjai20414-ms-20190404-108183-gnw5ja.jpg"" id=""listing-prd-img1060621552"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Red Coral (Munga) 3.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate""></picture>"
Bharatnatyam Drape Floral Pleats Brass Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/751059/small/bharatnatyam-drape-floral-pleats-brass-ring-vmjai25288-ms-20180926-29377-fozncn.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/751059/small/bharatnatyam-drape-floral-pleats-brass-ring-vmjai25288-ms-20180926-29377-fozncn.jpg"" id=""listing-prd-img1060616797"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Bharatnatyam Drape Floral Pleats Brass Ring""></picture>"
CZ Crown Ring,₹249,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/699937/small/cz-crown-ring-dcjai21518-ms-20180620-31132-1muxv4z.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/699937/small/cz-crown-ring-dcjai21518-ms-20180620-31132-1muxv4z.jpg"" id=""listing-prd-img1060614804"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Crown Ring""></picture>"
Gullak Ghungroo Drop Statement Ring,₹579,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1028746/small/gullak-ghungroo-drop-statement-ring-vmjai43362-ms-20210616-9156-s5svmi.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1028746/small/gullak-ghungroo-drop-statement-ring-vmjai43362-ms-20210616-9156-s5svmi.jpg"" id=""listing-prd-img1060668839"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gullak Ghungroo Drop Statement Ring""></picture>"
Gullak Numeric Print Statement Ring,₹579,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1028731/small/gullak-numeric-print-statement-ring-vmjai43360-ms-20210616-9156-1gz8vx8.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1028731/small/gullak-numeric-print-statement-ring-vmjai43360-ms-20210616-9156-1gz8vx8.jpg"" id=""listing-prd-img1060668838"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gullak Numeric Print Statement Ring""></picture>"
Gullak Crystal Stones Studded Statement Ring,₹579,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1028791/small/gullak-crystal-stones-studded-statement-ring-vmjai43359-ms-20210616-9156-hii394.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1028791/small/gullak-crystal-stones-studded-statement-ring-vmjai43359-ms-20210616-9156-hii394.jpg"" id=""listing-prd-img1060668837"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gullak Crystal Stones Studded Statement Ring""></picture>"
Gullak Numeric Statement Ring,₹629,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1028741/small/gullak-numeric-statement-ring-vmjai43361-ms-20210616-9156-ln8omk.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1028741/small/gullak-numeric-statement-ring-vmjai43361-ms-20210616-9156-ln8omk.jpg"" id=""listing-prd-img1060668832"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gullak Numeric Statement Ring""></picture>"
Rava Ball Trending Silver Oxidized Ring,₹649,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1011145/small/rava-ball-trending-silver-oxidized-ring-vmjai43297-ms-20210409-17377-8t9k6n.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1011145/small/rava-ball-trending-silver-oxidized-ring-vmjai43297-ms-20210409-17377-8t9k6n.jpg"" id=""listing-prd-img1060647752"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rava Ball Trending Silver Oxidized Ring""></picture>"
Rava Ball Classy Statement Ring,₹649,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1011129/small/rava-ball-classy-statement-ring-vmjai43295-ms-20210409-17377-1nr08g1.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1011129/small/rava-ball-classy-statement-ring-vmjai43295-ms-20210409-17377-1nr08g1.jpg"" id=""listing-prd-img1060647751"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rava Ball Classy Statement Ring""></picture>"
Rava Ball Silver Oxidized Plated Ring.,₹579,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1011121/small/rava-ball-silver-oxidized-plated-ring-vmjai43293-ms-20210409-17377-1xxi69v.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1011121/small/rava-ball-silver-oxidized-plated-ring-vmjai43293-ms-20210409-17377-1xxi69v.jpg"" id=""listing-prd-img1060647749"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rava Ball Silver Oxidized Plated Ring.""></picture>"
Rava Ball Silver Oxidized Statement Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1011117/small/rava-ball-silver-oxidized-statement-ring-vmjai43291-ms-20210409-17377-re71js.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1011117/small/rava-ball-silver-oxidized-statement-ring-vmjai43291-ms-20210409-17377-re71js.jpg"" id=""listing-prd-img1060647747"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rava Ball Silver Oxidized Statement Ring""></picture>"
Rava Ball Square Shaped Statement Ring,₹499,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1011034/small/rava-ball-square-shaped-statement-ring-vmjai43255-ms-20210409-17377-3qwp9j.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1011034/small/rava-ball-square-shaped-statement-ring-vmjai43255-ms-20210409-17377-3qwp9j.jpg"" id=""listing-prd-img1060647727"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rava Ball Square Shaped Statement Ring""></picture>"
Rava Ball Square Statement Ring,₹499,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1011006/small/rava-ball-square-statement-ring-vmjai43296-ms-20210409-17377-1ius379.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1011006/small/rava-ball-square-statement-ring-vmjai43296-ms-20210409-17377-1ius379.jpg"" id=""listing-prd-img1060647721"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rava Ball Square Statement Ring""></picture>"
Kalbelia Enameled Statement Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004931/small/kalbelia-enameled-statement-ring-1-vmjai43174-ms-20210121-28408-16we0pz.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004931/small/kalbelia-enameled-statement-ring-1-vmjai43174-ms-20210121-28408-16we0pz.jpg"" id=""listing-prd-img1060647469"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Kalbelia Enameled Statement Ring""></picture>"
Kalbelia Red Enameled Ring,₹479,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004913/small/kalbelia-red-enameled-ring-vmjai43186-ms-20210121-28408-lc5slu.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004913/small/kalbelia-red-enameled-ring-vmjai43186-ms-20210121-28408-lc5slu.jpg"" id=""listing-prd-img1060647464"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Kalbelia Red Enameled Ring""></picture>"
Kalbelia Enameled Statement Ring,₹799,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004875/small/kalbelia-enameled-statement-ring-vmjai43172-ms-20210121-28408-1momrct.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004875/small/kalbelia-enameled-statement-ring-vmjai43172-ms-20210121-28408-1momrct.jpg"" id=""listing-prd-img1060647454"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Kalbelia Enameled Statement Ring""></picture>"
Set of Three Brass Rings,₹799,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004468/small/set-of-three-brass-rings-dcjai23759-ms-20201223-5520-1vu5ev.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004468/small/set-of-three-brass-rings-dcjai23759-ms-20201223-5520-1vu5ev.jpg"" id=""listing-prd-img1060644727"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Set of Three Brass Rings""></picture>"
Textured Surface Brass Ring,₹599,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004460/small/textured-surface-brass-ring-dcjai23751-ms-20201223-5520-1yox4fe.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004460/small/textured-surface-brass-ring-dcjai23751-ms-20201223-5520-1yox4fe.jpg"" id=""listing-prd-img1060644726"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Textured Surface Brass Ring""></picture>"
Three Piece Heavily Embellished Ring,₹999,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004700/small/three-piece-heavily-embellished-ring-dcjai23781-ms-20201223-5520-ycuhl8.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004700/small/three-piece-heavily-embellished-ring-dcjai23781-ms-20201223-5520-ycuhl8.jpg"" id=""listing-prd-img1060644639"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Three Piece Heavily Embellished Ring""></picture>"
Rose Gold Plated Cluster Setting CZ Gems Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004576/small/rose-gold-plated-cluster-setting-cz-gems-ring-dcjai23720-ms-20201223-8075-3aldo2.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004576/small/rose-gold-plated-cluster-setting-cz-gems-ring-dcjai23720-ms-20201223-8075-3aldo2.jpg"" id=""listing-prd-img1060644633"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rose Gold Plated Cluster Setting CZ Gems Ring""></picture>"
Heavily Embellished Three Piece Ring,₹999,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004625/small/heavily-embellished-three-piece-ring-dcjai23758-ms-20201223-8075-vb1yra.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004625/small/heavily-embellished-three-piece-ring-dcjai23758-ms-20201223-8075-vb1yra.jpg"" id=""listing-prd-img1060644622"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Heavily Embellished Three Piece Ring""></picture>"
Women's Gold Plated Band Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979982/small/women-s-gold-plated-band-ring-dcjai23767-ms-20200303-31411-kz0n0.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979982/small/women-s-gold-plated-band-ring-dcjai23767-ms-20200303-31411-kz0n0.jpg"" id=""listing-prd-img1060644272"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Women's Gold Plated Band Ring""></picture>"
Silver Plated Band Ring,₹499,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004512/small/silver-plated-band-ring-3-dcjai23683-ms-20201223-5520-k0iyxx.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004512/small/silver-plated-band-ring-3-dcjai23683-ms-20201223-5520-k0iyxx.jpg"" id=""listing-prd-img1060644265"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Silver Plated Band Ring""></picture>"
Square CZ Gems Adorned Ring,₹279,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/998560/small/square-cz-gems-adorned-ring-dcjai23747-ms-20200918-24021-4hq5pj.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/998560/small/square-cz-gems-adorned-ring-dcjai23747-ms-20200918-24021-4hq5pj.jpg"" id=""listing-prd-img1060644106"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Square CZ Gems Adorned Ring""></picture>"
Gold Toned Zircon Adorned Stackable Rings,₹449,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004617/small/gold-toned-zircon-adorned-stackable-rings-dcjai23757-ms-20201223-5520-kl6rht.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004617/small/gold-toned-zircon-adorned-stackable-rings-dcjai23757-ms-20201223-5520-kl6rht.jpg"" id=""listing-prd-img1060644051"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gold Toned Zircon Adorned Stackable Rings""></picture>"
CZ Gems Adorned Women's Ring,₹509,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/998542/small/cz-gems-adorned-women-s-ring-1-dcjai23754-ms-20200918-16567-m2ymx2.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/998542/small/cz-gems-adorned-women-s-ring-1-dcjai23754-ms-20200918-16567-m2ymx2.jpg"" id=""listing-prd-img1060644050"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Gems Adorned Women's Ring""></picture>"
Cluster Setting CZ Gems Adorned Ring,₹419,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/973731/small/cluster-setting-cz-gems-adorned-ring-dcjai23763-ms-20200205-19836-1ftu660.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/973731/small/cluster-setting-cz-gems-adorned-ring-dcjai23763-ms-20200205-19836-1ftu660.jpg"" id=""listing-prd-img1060643012"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cluster Setting CZ Gems Adorned Ring""></picture>"
CZ Gems Adorned Women's Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/962952/small/cz-gems-adorned-women-s-ring-dcjai23750-ms-20200125-3207-eann14.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/962952/small/cz-gems-adorned-women-s-ring-dcjai23750-ms-20200125-3207-eann14.jpg"" id=""listing-prd-img1060642826"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Gems Adorned Women's Ring""></picture>"
Cluster Setting CZ Gems Floral Motif Ring,₹749,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963649/small/cluster-setting-cz-gems-floral-motif-ring-dcjai23777-ms-20200125-4810-iigq84.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963649/small/cluster-setting-cz-gems-floral-motif-ring-dcjai23777-ms-20200125-4810-iigq84.jpg"" id=""listing-prd-img1060642614"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cluster Setting CZ Gems Floral Motif Ring""></picture>"
Emerald Cut Zircon Gem Adorned Ring,₹389,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963268/small/emerald-cut-zircon-gem-adorned-ring-dcjai23776-ms-20200125-3207-18ud26d.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963268/small/emerald-cut-zircon-gem-adorned-ring-dcjai23776-ms-20200125-3207-18ud26d.jpg"" id=""listing-prd-img1060642613"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Emerald Cut Zircon Gem Adorned Ring""></picture>"
Cutwork Design Layered Style Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/972673/small/cutwork-design-layered-style-ring-dcjai23756-ms-20200204-1435-17rnecl.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/972673/small/cutwork-design-layered-style-ring-dcjai23756-ms-20200204-1435-17rnecl.jpg"" id=""listing-prd-img1060641179"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cutwork Design Layered Style Ring""></picture>"
Casual Silver Plated Women's Ring,₹229,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/918801/small/casual-silver-plated-women-s-ring-dcjai23073-ms-20191017-16619-1crlcn9.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/918801/small/casual-silver-plated-women-s-ring-dcjai23073-ms-20191017-16619-1crlcn9.jpg"" id=""listing-prd-img1060635610"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Casual Silver Plated Women's Ring""></picture>"
Durga Crescent Statement Ring,₹199,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/918018/small/durga-crescent-statement-ring-vmjai42005-ms-20191016-21289-1ukuisp.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/918018/small/durga-crescent-statement-ring-vmjai42005-ms-20191016-21289-1ukuisp.jpg"" id=""listing-prd-img1060635463"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Durga Crescent Statement Ring""></picture>"
Rose Gold Plated Casual Ring,₹419,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/925428/small/rose-gold-plated-casual-ring-dcjai23067-ms-20191105-21585-132sj23.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/925428/small/rose-gold-plated-casual-ring-dcjai23067-ms-20191105-21585-132sj23.jpg"" id=""listing-prd-img1060634626"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rose Gold Plated Casual Ring""></picture>"
Nayantara Floral Motif Statement Ring,₹299,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/882015/small/nayantara-floral-motif-statement-ring-vmjai41673-ms-20190808-17353-1qzdl2q.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/882015/small/nayantara-floral-motif-statement-ring-vmjai41673-ms-20190808-17353-1qzdl2q.jpg"" id=""listing-prd-img1060624355"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Nayantara Floral Motif Statement Ring""></picture>"
Sanwari Half Moon Ring,₹299,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/801634/small/sanwari-half-moon-ring-vmjai41159-ms-20190426-8133-1ld1oq1.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/801634/small/sanwari-half-moon-ring-vmjai41159-ms-20190426-8133-1ld1oq1.jpg"" id=""listing-prd-img1060622654"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Sanwari Half Moon Ring""></picture>"
Silver Plated Zircons Adorned Ring,₹339,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/808149/small/silver-plated-zircons-adorned-ring-dcjai22692-ms-20190514-1715-1uit3bo.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/808149/small/silver-plated-zircons-adorned-ring-dcjai22692-ms-20190514-1715-1uit3bo.jpg"" id=""listing-prd-img1060622579"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Silver Plated Zircons Adorned Ring""></picture>"
Gems Adorned Band Style Ring,₹439,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004540/small/gems-adorned-band-style-ring-dcjai22713-ms-20201223-5520-jblv3a.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004540/small/gems-adorned-band-style-ring-dcjai22713-ms-20201223-5520-jblv3a.jpg"" id=""listing-prd-img1060621628"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gems Adorned Band Style Ring""></picture>"
Red Coral (Munga) 5.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate,"₹1,999","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/795043/small/rashi-ratna-5-25-ratti-red-coral-ring-rsjai20415-ms-20190404-12510-14wk65v.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/795043/small/rashi-ratna-5-25-ratti-red-coral-ring-rsjai20415-ms-20190404-12510-14wk65v.jpg"" id=""listing-prd-img1060621550"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Red Coral (Munga) 5.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate""></picture>"
