TITLE,PRICE,LINK
Emerald Cut CZ Gem Ring,₹799,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1005501/small/emerald-cut-cz-gem-ring-2-dcjai23127-ms-20210131-1028-zqyx9t.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1005501/small/emerald-cut-cz-gem-ring-2-dcjai23127-ms-20210131-1028-zqyx9t.jpg"" id=""listing-prd-img1060645541"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Emerald Cut CZ Gem Ring""></picture>"
Heavily Embellished Women's Cocktail Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1005493/small/heavily-embellished-women-s-cocktail-ring-dcjai23139-ms-20210131-1028-xmc7kt.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1005493/small/heavily-embellished-women-s-cocktail-ring-dcjai23139-ms-20210131-1028-xmc7kt.jpg"" id=""listing-prd-img1060645535"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Heavily Embellished Women's Cocktail Ring""></picture>"
Emerald Cut Zircon Embellished Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004480/small/emerald-cut-zircon-embellished-ring-dcjai23778-ms-20201223-8075-1jqkgos.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004480/small/emerald-cut-zircon-embellished-ring-dcjai23778-ms-20201223-8075-1jqkgos.jpg"" id=""listing-prd-img1060644730"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Emerald Cut Zircon Embellished Ring""></picture>"
CZ Gems Adorned Women's Ring,₹479,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004464/small/cz-gems-adorned-women-s-ring-2-dcjai23774-ms-20201223-8075-wjimvm.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004464/small/cz-gems-adorned-women-s-ring-2-dcjai23774-ms-20201223-8075-wjimvm.jpg"" id=""listing-prd-img1060644725"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Gems Adorned Women's Ring""></picture>"
CZ Gems Embellished Chain Ring,₹599,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004448/small/cz-gems-embellished-chain-ring-dcjai23734-ms-20201223-8075-1ohkew7.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004448/small/cz-gems-embellished-chain-ring-dcjai23734-ms-20201223-8075-1ohkew7.jpg"" id=""listing-prd-img1060644722"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Gems Embellished Chain Ring""></picture>"
Four Prong Setting CZ Gem Adorned Ring,₹499,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004704/small/four-prong-setting-cz-gem-adorned-ring-dcjai23749-ms-20201223-5520-1ikjnxr.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004704/small/four-prong-setting-cz-gem-adorned-ring-dcjai23749-ms-20201223-5520-1ikjnxr.jpg"" id=""listing-prd-img1060644641"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Four Prong Setting CZ Gem Adorned Ring""></picture>"
Designer Inspired Lightly Embellished Ring,₹599,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963297/small/designer-inspired-lightly-embellished-ring-dcjai23705-ms-20200125-4810-1o74b4o.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963297/small/designer-inspired-lightly-embellished-ring-dcjai23705-ms-20200125-4810-1o74b4o.jpg"" id=""listing-prd-img1060642824"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Designer Inspired Lightly Embellished Ring""></picture>"
Yellow Gold Plated Band Ring,₹409,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/962940/small/yellow-gold-plated-band-ring-dcjai23526-ms-20200125-3207-1gdro8u.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/962940/small/yellow-gold-plated-band-ring-dcjai23526-ms-20200125-3207-1gdro8u.jpg"" id=""listing-prd-img1060642819"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Yellow Gold Plated Band Ring""></picture>"
Round Cut Zircon Gemstone Adorned Ring,₹279,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963276/small/round-cut-zircon-gemstone-adorned-ring-dcjai23520-ms-20200125-3207-1on9f30.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963276/small/round-cut-zircon-gemstone-adorned-ring-dcjai23520-ms-20200125-3207-1on9f30.jpg"" id=""listing-prd-img1060642622"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Round Cut Zircon Gemstone Adorned Ring""></picture>"
Princess Cut Zircon Gemstone Ring,₹449,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963260/small/princess-cut-zircon-gemstone-ring-dcjai23766-ms-20200125-3207-7qsf34.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963260/small/princess-cut-zircon-gemstone-ring-dcjai23766-ms-20200125-3207-7qsf34.jpg"" id=""listing-prd-img1060642612"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Princess Cut Zircon Gemstone Ring""></picture>"
Fidget Floral Motif Open Ring,₹849,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1005507/small/fidget-floral-motif-open-ring-dcjai22790-ms-20210131-13144-1myorqj.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1005507/small/fidget-floral-motif-open-ring-dcjai22790-ms-20210131-13144-1myorqj.jpg"" id=""listing-prd-img1060635994"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Fidget Floral Motif Open Ring""></picture>"
Troika Floral Motifs Open Ring,₹949,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/956666/small/troika-floral-motifs-open-ring-dcjai22780-ms-20200109-26483-11bugrs.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/956666/small/troika-floral-motifs-open-ring-dcjai22780-ms-20200109-26483-11bugrs.jpg"" id=""listing-prd-img1060622053"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Troika Floral Motifs Open Ring""></picture>"
Ruby (Manik) 3.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate,₹749,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/794902/small/rashi-ratna-3-25-ratti-ruby-ring-rsjai20396-ms-20190404-108183-1s48ooj.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/794902/small/rashi-ratna-3-25-ratti-ruby-ring-rsjai20396-ms-20190404-108183-1s48ooj.jpg"" id=""listing-prd-img1060621539"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Ruby (Manik) 3.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate""></picture>"
Pearl (Moti) 5.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate,₹949,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/794877/small/rashi-ratna-5-25-ratti-pearl-ring-rsjai20394-ms-20190404-108183-2ctk3i.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/794877/small/rashi-ratna-5-25-ratti-pearl-ring-rsjai20394-ms-20190404-108183-2ctk3i.jpg"" id=""listing-prd-img1060621537"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Pearl (Moti) 5.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate""></picture>"
Silver Plated Band Ring,₹409,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/812943/small/silver-plated-band-ring-2-dcjai22724-ms-20190523-6887-3vhuxh.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/812943/small/silver-plated-band-ring-2-dcjai22724-ms-20190523-6887-3vhuxh.jpg"" id=""listing-prd-img1060621384"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Silver Plated Band Ring""></picture>"
Gemstones Adorned Stars Motifs Ring,₹339,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/813022/small/gemstones-adorned-stars-motifs-ring-dcjai22699-ms-20190523-2677-10ioyyg.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/813022/small/gemstones-adorned-stars-motifs-ring-dcjai22699-ms-20190523-2677-10ioyyg.jpg"" id=""listing-prd-img1060621379"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gemstones Adorned Stars Motifs Ring""></picture>"
Kalbelia Adjustable Statement Ring,₹439,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004958/small/kalbelia-adjustable-statement-ring-vmjai43175-ms-20210121-16749-4mqgz0.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004958/small/kalbelia-adjustable-statement-ring-vmjai43175-ms-20210121-16749-4mqgz0.jpg"" id=""listing-prd-img1060647456"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Kalbelia Adjustable Statement Ring""></picture>"
Evil Eyes Eye Motif Ring,₹409,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004344/small/evil-eyes-eye-motif-ring-vmjai43078-ms-20201215-20141-5sttqf.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004344/small/evil-eyes-eye-motif-ring-vmjai43078-ms-20201215-20141-5sttqf.jpg"" id=""listing-prd-img1060647332"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Evil Eyes Eye Motif Ring""></picture>"
Women's Designer Inspired Band Ring,₹599,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/998601/small/women-s-designer-inspired-band-ring-dcjai23773-ms-20200918-24021-s47y6g.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/998601/small/women-s-designer-inspired-band-ring-dcjai23773-ms-20200918-24021-s47y6g.jpg"" id=""listing-prd-img1060644737"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Women's Designer Inspired Band Ring""></picture>"
Irregular Cut Zircon Gems Cocktail Ring,₹799,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989190/small/irregular-cut-zircon-gems-cocktail-ring-dcjai23735-ms-20200614-3558-1j218wn.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989190/small/irregular-cut-zircon-gems-cocktail-ring-dcjai23735-ms-20200614-3558-1j218wn.jpg"" id=""listing-prd-img1060644723"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Irregular Cut Zircon Gems Cocktail Ring""></picture>"
Single Princess Cut Zircon Gem Adorned Ring,₹979,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004696/small/single-princess-cut-zircon-gem-adorned-ring-dcjai23755-ms-20201223-5520-17a6awn.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004696/small/single-princess-cut-zircon-gem-adorned-ring-dcjai23755-ms-20201223-5520-17a6awn.jpg"" id=""listing-prd-img1060644638"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Single Princess Cut Zircon Gem Adorned Ring""></picture>"
Yellow Gold Plated Grapevine Pattern Ring,₹509,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/974849/small/yellow-gold-plated-grapevine-pattern-ring-dcjai23771-ms-20200207-24804-10iu443.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/974849/small/yellow-gold-plated-grapevine-pattern-ring-dcjai23771-ms-20200207-24804-10iu443.jpg"" id=""listing-prd-img1060644053"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Yellow Gold Plated Grapevine Pattern Ring""></picture>"
Grapevine Design CZ Gems Adorned Ring,₹509,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/974523/small/grapevine-design-cz-gems-adorned-ring-dcjai23722-ms-20200207-3592-15ob1lk.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/974523/small/grapevine-design-cz-gems-adorned-ring-dcjai23722-ms-20200207-3592-15ob1lk.jpg"" id=""listing-prd-img1060644048"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Grapevine Design CZ Gems Adorned Ring""></picture>"
Silver Plated Designer Inspired Ring,₹389,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/974802/small/silver-plated-designer-inspired-ring-1-dcjai23664-ms-20200207-3592-1lhaw08.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/974802/small/silver-plated-designer-inspired-ring-1-dcjai23664-ms-20200207-3592-1lhaw08.jpg"" id=""listing-prd-img1060644042"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Silver Plated Designer Inspired Ring""></picture>"
Round Cut CZ Gem Adorned Ring,₹249,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/973268/small/round-cut-cz-gem-adorned-ring-dcjai23732-ms-20200205-32011-12lxggm.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/973268/small/round-cut-cz-gem-adorned-ring-dcjai23732-ms-20200205-32011-12lxggm.jpg"" id=""listing-prd-img1060643011"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Round Cut CZ Gem Adorned Ring""></picture>"
CZ Gems Embellished Bang Ring,₹349,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004712/small/cz-gems-embellished-bang-ring-dcjai23719-ms-20201223-5520-1vk9jml.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004712/small/cz-gems-embellished-bang-ring-dcjai23719-ms-20201223-5520-1vk9jml.jpg"" id=""listing-prd-img1060643009"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Gems Embellished Bang Ring""></picture>"
Temple of Love Tribal Motifs Statement Ring,₹279,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963470/small/temple-of-love-tribal-motifs-statement-ring-vmjai42445-ms-20200125-4810-164b30a.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963470/small/temple-of-love-tribal-motifs-statement-ring-vmjai42445-ms-20200125-4810-164b30a.jpg"" id=""listing-prd-img1060642912"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Temple of Love Tribal Motifs Statement Ring""></picture>"
Women's Lightly Embellished Trendy Ring,₹549,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963198/small/women-s-lightly-embellished-trendy-ring-dcjai23704-ms-20200125-3207-th88cf.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963198/small/women-s-lightly-embellished-trendy-ring-dcjai23704-ms-20200125-3207-th88cf.jpg"" id=""listing-prd-img1060641188"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Women's Lightly Embellished Trendy Ring""></picture>"
Gulistan Floral Motif Statement Ring,₹249,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/956877/small/gulistan-floral-motif-statement-ring-1-vmjai42137-ms-20200109-9931-pztp3i.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/956877/small/gulistan-floral-motif-statement-ring-1-vmjai42137-ms-20200109-9931-pztp3i.jpg"" id=""listing-prd-img1060640679"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gulistan Floral Motif Statement Ring""></picture>"
Durga Tiger Claw Adjustable Ring,₹179,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/918042/small/durga-tiger-nail-adjustable-ring-vmjai42007-ms-20191016-21289-18nizak.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/918042/small/durga-tiger-nail-adjustable-ring-vmjai42007-ms-20191016-21289-18nizak.jpg"" id=""listing-prd-img1060635465"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Durga Tiger Claw Adjustable Ring""></picture>"
Gems Embellished Double Finger Ring,₹479,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/881872/small/gems-embellished-double-finger-ring-dcjai22725-ms-20190808-17353-q49w5j.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/881872/small/gems-embellished-double-finger-ring-dcjai22725-ms-20190808-17353-q49w5j.jpg"" id=""listing-prd-img1060624673"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Gems Embellished Double Finger Ring""></picture>"
Nayantara Circle and Scrolls Statement Ring,₹239,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/881993/small/nayantara-circle-and-scrolls-statement-ring-vmjai41659-ms-20190808-17353-1wghqr6.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/881993/small/nayantara-circle-and-scrolls-statement-ring-vmjai41659-ms-20190808-17353-1wghqr6.jpg"" id=""listing-prd-img1060624343"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Nayantara Circle and Scrolls Statement Ring""></picture>"
Taal Mridang Two-Finger Statement Ring,₹289,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/884539/small/taal-mridang-two-finger-statement-ring-vmjai41600-ms-20190820-32250-80e6u4.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/884539/small/taal-mridang-two-finger-statement-ring-vmjai41600-ms-20190820-32250-80e6u4.jpg"" id=""listing-prd-img1060624268"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Taal Mridang Two-Finger Statement Ring""></picture>"
Rabaari Ethnic Statement Ring,₹249,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/853895/small/rabaari-ethnic-statement-ring-vmjai41555-ms-20190630-16207-vxbtmh.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/853895/small/rabaari-ethnic-statement-ring-vmjai41555-ms-20190630-16207-vxbtmh.jpg"" id=""listing-prd-img1060623966"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rabaari Ethnic Statement Ring""></picture>"
Emerald (Panna) 7.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate,"₹1,249","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/795032/small/rashi-ratna-7-25-ratti-emerald-ring-rsjai20413-ms-20190404-12510-1d3fnd1.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/795032/small/rashi-ratna-7-25-ratti-emerald-ring-rsjai20413-ms-20190404-12510-1d3fnd1.jpg"" id=""listing-prd-img1060621549"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Emerald (Panna) 7.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate""></picture>"
Garnet (Gomed) 7.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate,"₹1,149","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/795001/small/rashi-ratna-7-25-ratti-garnet-ring-rsjai20401-ms-20190404-12510-azz1b5.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/795001/small/rashi-ratna-7-25-ratti-garnet-ring-rsjai20401-ms-20190404-12510-azz1b5.jpg"" id=""listing-prd-img1060621544"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Garnet (Gomed) 7.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate""></picture>"
Garnet (Gomed) 5.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate,₹999,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/794922/small/rashi-ratna-5-25-ratti-garnet-ring-rsjai20400-ms-20190404-108183-gyz59u.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/794922/small/rashi-ratna-5-25-ratti-garnet-ring-rsjai20400-ms-20190404-108183-gyz59u.jpg"" id=""listing-prd-img1060621543"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Garnet (Gomed) 5.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate""></picture>"
Ruby (Manik) 7.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate,"₹1,149","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/794911/small/rashi-ratna-7-25-ratti-ruby-ring-rsjai20398-ms-20190404-108183-p6ytn8.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/794911/small/rashi-ratna-7-25-ratti-ruby-ring-rsjai20398-ms-20190404-108183-p6ytn8.jpg"" id=""listing-prd-img1060621541"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Ruby (Manik) 7.25 Ratti Ashtadhatu Rashi Ratna Ring with original Lab Test Certificate""></picture>"
Moksha Damru Adjustable Ring,₹319,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/821680/small/moksha-damru-adjustable-ring-vmjai40525-ms-20190605-16067-1gts9h3.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/821680/small/moksha-damru-adjustable-ring-vmjai40525-ms-20190605-16067-1gts9h3.jpg"" id=""listing-prd-img1060618039"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Moksha Damru Adjustable Ring""></picture>"
Kalbelia Enamel Embellished Ring,₹629,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004954/small/kalbelia-enamel-embellished-ring-vmjai43173-ms-20210121-16749-jzygk0.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004954/small/kalbelia-enamel-embellished-ring-vmjai43173-ms-20210121-16749-jzygk0.jpg"" id=""listing-prd-img1060647455"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Kalbelia Enamel Embellished Ring""></picture>"
Rose Gold Plated Crossover Design Ring,₹749,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004692/small/rose-gold-plated-crossover-design-ring-dcjai23717-ms-20201223-5520-12z4v0m.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004692/small/rose-gold-plated-crossover-design-ring-dcjai23717-ms-20201223-5520-12z4v0m.jpg"" id=""listing-prd-img1060644632"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rose Gold Plated Crossover Design Ring""></picture>"
Women's CZ Gemstone Adorned Ring,₹279,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/973260/small/women-s-cz-gemstone-adorned-ring-dcjai23760-ms-20200205-32011-qymrgy.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/973260/small/women-s-cz-gemstone-adorned-ring-dcjai23760-ms-20200205-32011-qymrgy.jpg"" id=""listing-prd-img1060643010"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Women's CZ Gemstone Adorned Ring""></picture>"
Durga Tiger's Nail Statement Ring,₹269,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989350/small/durga-tiger-s-nail-statement-ring-vmjai42333-ms-20200614-3558-s9ii2d.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989350/small/durga-tiger-s-nail-statement-ring-vmjai42333-ms-20200614-3558-s9ii2d.jpg"" id=""listing-prd-img1060642898"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Durga Tiger's Nail Statement Ring""></picture>"
Floral and Geometric Motifs Statement Ring,₹389,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1005699/small/floral-and-geometric-motifs-statement-ring-vmjai42505-ms-20210131-1028-1ylwkr7.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1005699/small/floral-and-geometric-motifs-statement-ring-vmjai42505-ms-20210131-1028-1ylwkr7.jpg"" id=""listing-prd-img1060642840"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Floral and Geometric Motifs Statement Ring""></picture>"
Casual CZ Gemstone Adorned Ring,₹279,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963285/small/casual-cz-gemstone-adorned-ring-dcjai23527-ms-20200125-4810-1wr06jr.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963285/small/casual-cz-gemstone-adorned-ring-dcjai23527-ms-20200125-4810-1wr06jr.jpg"" id=""listing-prd-img1060642815"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Casual CZ Gemstone Adorned Ring""></picture>"
